route_id,population_exposure_score,equity_overlap_pct,corridor_population_proxy,socioeconomic_score,accessibility_gap_score,underserved_overlap_score,underserved_overlap_available,equity_score,equity_evidence_confidence,equity_source_ids,equity_claim_status,equity_method_version,equity_limitation
LTFRB_PUJ1397,75.21,75.21,806815.7,,,,False,75.21,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1398,77.15,77.147,683145.7,,,,False,77.15,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1399,75.63,75.633,696821.7,,,,False,75.63,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1400,81.67,81.673,796346.3,,,,False,81.67,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1401,80.65,80.652,825009.7,,,,False,80.65,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1402,83.75,83.753,754248.4,,,,False,83.75,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1405,86.01,86.007,973483.7,,,,False,86.01,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1406,66.62,66.62,96534.7,,,,False,66.62,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1407,66.62,66.62,96534.7,,,,False,66.62,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1408,100.0,100.0,338561.3,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1409,100.0,100.0,338561.3,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1410,100.0,100.0,236261.9,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1411,100.0,100.0,256536.0,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1412,79.47,79.474,171041.1,,,,False,79.47,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1413,83.62,83.62,133664.8,,,,False,83.62,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1414,92.91,92.907,217698.0,,,,False,92.91,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1415,92.82,92.818,178731.4,,,,False,92.82,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1416,86.41,86.412,543459.9,,,,False,86.41,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1417,86.41,86.412,543459.9,,,,False,86.41,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1418,97.69,97.693,460252.9,,,,False,97.69,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1419,97.27,97.265,388316.3,,,,False,97.27,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1420,91.23,91.234,277466.2,,,,False,91.23,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1421,94.69,94.692,267333.6,,,,False,94.69,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1422,49.84,49.837,161326.3,,,,False,49.84,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1423,61.99,61.99,212908.7,,,,False,61.99,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1424,44.4,44.398,120011.1,,,,False,44.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1425,44.4,44.398,120011.1,,,,False,44.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1426,83.42,83.422,735965.2,,,,False,83.42,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1427,83.42,83.422,735965.2,,,,False,83.42,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1428,80.64,80.642,824546.2,,,,False,80.64,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1429,81.88,81.879,812086.2,,,,False,81.88,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1430,32.57,32.569,210888.8,,,,False,32.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1431,32.57,32.569,210888.8,,,,False,32.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1432,40.57,40.571,169292.3,,,,False,40.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1433,74.12,74.116,269975.3,,,,False,74.12,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1434,37.59,37.589,274973.7,,,,False,37.59,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1435,37.59,37.589,274973.7,,,,False,37.59,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1436,24.49,24.488,280481.7,,,,False,24.49,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1437,25.23,25.228,272250.1,,,,False,25.23,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1438,28.72,28.716,163591.4,,,,False,28.72,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1439,28.72,28.716,163591.4,,,,False,28.72,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1440,77.94,77.937,314834.6,,,,False,77.94,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1441,79.38,79.376,336813.2,,,,False,79.38,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1442,85.46,85.463,307362.2,,,,False,85.46,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1443,85.46,85.463,307362.2,,,,False,85.46,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1444,86.81,86.805,452054.2,,,,False,86.81,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1445,86.81,86.805,452054.2,,,,False,86.81,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1446,7.55,7.546,200695.6,,,,False,7.55,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1447,8.07,8.067,187727.8,,,,False,8.07,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1448,81.55,81.552,570451.1,,,,False,81.55,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1449,78.56,78.558,556284.9,,,,False,78.56,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1450,63.87,63.87,245329.0,,,,False,63.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1451,63.87,63.87,245329.0,,,,False,63.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1453,76.66,76.661,511069.4,,,,False,76.66,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1454,7.78,7.783,194591.9,,,,False,7.78,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1455,8.76,8.758,172908.6,,,,False,8.76,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1456,85.9,85.896,236437.5,,,,False,85.9,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1457,85.9,85.896,236437.5,,,,False,85.9,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1458,87.84,87.845,722088.7,,,,False,87.84,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1459,86.21,86.212,735764.7,,,,False,86.21,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1460,91.4,91.403,816688.5,,,,False,91.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1462,93.18,93.183,906308.9,,,,False,93.18,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1463,93.18,93.183,906308.9,,,,False,93.18,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1464,97.87,97.869,498318.5,,,,False,97.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1465,100.0,100.0,566557.3,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1466,94.77,94.771,203115.0,,,,False,94.77,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1467,94.77,94.771,203115.0,,,,False,94.77,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1468,59.36,59.361,373652.1,,,,False,59.36,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1469,59.36,59.361,373652.1,,,,False,59.36,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1470,98.11,98.106,560659.3,,,,False,98.11,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1471,96.36,96.364,570791.8,,,,False,96.36,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1472,74.87,74.871,398255.2,,,,False,74.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1473,74.87,74.871,398255.2,,,,False,74.87,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1474,91.4,91.403,816688.5,,,,False,91.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1475,91.4,91.403,816688.5,,,,False,91.4,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1476,65.71,65.714,622290.9,,,,False,65.71,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1477,66.5,66.499,614943.6,,,,False,66.5,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1478,93.45,93.454,780684.1,,,,False,93.45,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1480,91.97,91.973,730386.1,,,,False,91.97,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1482,90.25,90.248,750487.5,,,,False,90.25,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1483,91.04,91.036,726876.9,,,,False,91.04,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1484,96.16,96.157,820422.1,,,,False,96.16,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1485,96.16,96.157,820422.1,,,,False,96.16,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1486,89.72,89.721,235817.7,,,,False,89.72,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1487,90.6,90.597,257796.3,,,,False,90.6,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1488,100.0,100.0,929427.6,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1489,100.0,100.0,929427.6,,,,False,100.0,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1490,75.07,75.07,454867.3,,,,False,75.07,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1491,70.65,70.654,386409.2,,,,False,70.65,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1492,75.12,75.121,191861.6,,,,False,75.12,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1493,84.42,84.42,170726.5,,,,False,84.42,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1494,71.6,71.603,525603.2,,,,False,71.6,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1495,74.67,74.671,504008.5,,,,False,74.67,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1496,66.27,66.269,220826.9,,,,False,66.27,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1497,66.27,66.269,220826.9,,,,False,66.27,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1498,77.01,77.007,339495.2,,,,False,77.01,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1499,77.01,77.007,339495.2,,,,False,77.01,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1500,80.71,80.707,525599.9,,,,False,80.71,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1501,84.17,84.165,504005.3,,,,False,84.17,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1502,76.2,76.197,299981.6,,,,False,76.2,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1504,61.57,61.569,129990.0,,,,False,61.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1505,67.02,67.019,119417.4,,,,False,67.02,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1506,67.89,67.893,576209.8,,,,False,67.89,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1507,70.54,70.537,554615.1,,,,False,70.54,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1508,90.7,90.698,232749.8,,,,False,90.7,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1509,93.75,93.755,225159.9,,,,False,93.75,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1510,66.38,66.383,103164.5,,,,False,66.38,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1511,79.09,79.095,168102.0,,,,False,79.09,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1512,95.54,95.541,233771.7,,,,False,95.54,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1513,95.54,95.541,233771.7,,,,False,95.54,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1514,86.04,86.037,313138.0,,,,False,86.04,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1515,83.09,83.086,258499.2,,,,False,83.09,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1516,94.2,94.196,356415.1,,,,False,94.2,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1517,96.57,96.57,368791.4,,,,False,96.57,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1518,59.77,59.767,237211.1,,,,False,59.77,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1519,37.91,37.908,229857.6,,,,False,37.91,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1520,76.18,76.182,456965.9,,,,False,76.18,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1521,74.93,74.931,434162.2,,,,False,74.93,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1522,79.75,79.748,641673.8,,,,False,79.75,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1523,79.26,79.259,626529.7,,,,False,79.26,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1524,77.54,77.538,293827.0,,,,False,77.54,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1525,82.61,82.606,442002.1,,,,False,82.61,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1526,89.41,89.413,813962.9,,,,False,89.41,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1527,89.63,89.626,677860.7,,,,False,89.63,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1528,91.75,91.75,249067.1,,,,False,91.75,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1529,93.15,93.152,300080.9,,,,False,93.15,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1530,69.48,69.483,584188.4,,,,False,69.48,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1531,69.48,69.483,584188.4,,,,False,69.48,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1532,74.72,74.716,612043.4,,,,False,74.72,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1533,74.72,74.716,612043.4,,,,False,74.72,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1534,88.26,88.263,728846.4,,,,False,88.26,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1535,89.8,89.798,716386.4,,,,False,89.8,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1536,90.53,90.526,351229.1,,,,False,90.53,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
LTFRB_PUJ1537,93.86,93.855,338769.2,,,,False,93.86,25.0,worldpop_phl_2020_1km,PROXY,equity-v2.0,"Population exposure only; no validated socioeconomic, accessibility-gap or settlement-status layer is available."
