route_id,validation_status,active_status,freshness_score,directness_score,spatial_specificity_score,completeness_score,external_validation_score,model_reliability_score,climate_evidence_confidence,equity_evidence_confidence,charging_evidence_confidence,operator_evidence_confidence,geometry_evidence_confidence,overall_evidence_confidence,evidence_grade,highest_value_missing_evidence,evidence_limitations,evidence_confidence_method,evidence_claim_status
LTFRB_PUJ1001,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1315,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1316,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1317,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1318,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1319,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1321,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1322,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1323,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1324,historic_only,uncertain,10,25.75,44.5,80.0,10,75.0,35.0,25.0,38.0,5.0,48.0,37.3,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1325,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1326,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1327,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1328,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1330,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1331,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1332,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1333,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1334,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1335,historic_only,uncertain,10,25.75,44.5,80.0,10,75.0,35.0,25.0,38.0,5.0,48.0,37.3,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1336,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1337,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1338,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1339,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1340,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1341,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1342,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1343,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1344,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1345,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1346,historic_only,uncertain,10,25.75,36.05,80.0,10,75.0,35.0,25.0,38.0,5.0,35.0,35.61,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1347,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1348,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1349,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1350,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1351,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1352,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1353,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1354,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1355,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1356,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1357,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1358,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1359,historic_only,uncertain,10,25.75,30.85,80.0,10,75.0,35.0,25.0,38.0,5.0,27.0,34.57,D,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1360,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1361,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1362,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1363,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1364,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1365,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1366,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1367,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1368,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1369,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1370,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1371,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1372,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1373,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1374,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1375,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1376,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1377,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1378,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1379,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1380,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1381,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1382,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1383,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1384,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1385,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1386,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1387,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1388,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1389,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1390,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1391,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1392,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1393,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1394,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1395,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1396,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1397,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1398,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1399,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1400,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1401,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1402,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1405,historic_only,uncertain,10,25.75,44.5,80.0,10,75.0,35.0,25.0,38.0,5.0,48.0,37.3,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1406,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1407,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1408,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1409,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1410,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1411,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1412,historic_only,uncertain,10,25.75,40.6,80.0,10,75.0,35.0,25.0,38.0,5.0,42.0,36.52,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1413,historic_only,uncertain,10,25.75,41.9,80.0,10,75.0,35.0,25.0,38.0,5.0,44.0,36.78,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1414,historic_only,uncertain,10,25.75,44.5,80.0,10,75.0,35.0,25.0,38.0,5.0,48.0,37.3,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1415,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1416,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
LTFRB_PUJ1417,historic_only,uncertain,10,25.75,49.699999999999996,80.0,10,75.0,35.0,25.0,38.0,5.0,56.0,38.34,C,operator readiness evidence,Historic service baseline; population exposure proxy; utility capacity unverified; operator neutral prior.,evidence-v1.0_deterministic_rules,DERIVED
