route_id,route_short_name,route_long_name,route_desc,representative_trip_id,length_km,geometry_source,stop_count,avg_headway_min,daily_service_window_hrs,trips_per_day_estimate,weekday_frequency_rows,frequency_source,daily_vehicle_km_proxy,emissions_potential_score,emissions_source,emissions_confidence,equity_overlap_pct,corridor_population_proxy,equity_score,equity_source,equity_confidence,manually_digitized,high_density_cutoff_people_per_cell,catchment_buffer_m,grid_feasibility_score,grid_renewable_share_pct,grid_emission_factor_tco2_mwh,grid_region,grid_source,grid_confidence,route_level_spatial_variation_available,operator_readiness_score,operator_notes,operator_source,operator_readiness_placeholder,score_complete,equity_verified,just_transition_score,rank,ranking_method,ranking_ai_influence,default_weights,overall_confidence
LTFRB_PUJ2369,,Novaliches Palmera (SJDM),"Buenmar Drive, Quezon City - Starmall San Jose de Monte, Quirino Highway, City of San Jose del Monte",725066,16.391,stop_sequence_approx,70,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,16718.82,51.38,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,74.515,505064.3,74.51,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.98,312,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1558,,"Proj. 7 - T.M. Kalaw via Roosevelt, Quezon Ave.","T.M. Kalaw / Maria Y. Orosa St - Dangay / Bansalangin Intersection, Quezon City",724706,11.247,stop_sequence_approx,53,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11471.94,34.86,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,90.978,628650.8,90.98,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.96,313,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1974,,DIVISORIA - CUBAO via YALE,"Narra, Manila - General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",725341,9.951,stop_sequence_approx,33,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,10150.02,30.7,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,95.089,642055.9,95.09,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.94,314,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1177,,"Blumentritt - Pasay RTDA via Sta. Cruz, L. Guinto","Epifanio de los Santos Avenue, Lungsod ng Pasay - New Antipolo / Oroquieta Intersection, Quezon City",726410,10.414,stop_sequence_approx,41,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,10622.28,32.18,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,93.569,664347.4,93.57,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.93,315,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1333,,Monumento - Pier South via Rizal Ave.,"Railroad Dr / 13th St Intersection, Manila - Epifanio de los Santos Avenue / 8th Street Intersection , Caloocan City",724748,10.477,stop_sequence_approx,46,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,10686.54,32.39,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,93.363,661426.6,93.36,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.93,316,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1776,,CUBAO-ARAYAT-FAIRVIEW,"P. A. Bernardo, Quezon City, Manila - Regalado / Dahlia Intersection, Quezon City",726332,15.715,stop_sequence_approx,58,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,16029.3,49.21,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,76.533,619030.2,76.53,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.93,317,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1155,,Binangonan - Marcos Highway via Manila East Road,"Osmena, Binangonan, Manila - Felix Ave, Cainta, Manila",725620,22.628,stop_sequence_approx,87,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,23080.56,71.41,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,54.286,531768.2,54.29,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.91,318,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1259,,Divisoria - Gasak via H. Lopez,"General Luma Street / Ilang Ilang Intersection, Malabon City - P. Rada / Carman Planas Intersection, Manila",724731,8.853,stop_sequence_approx,36,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,9030.06,27.17,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,98.533,879137.1,98.53,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.91,319,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2457,,Alabang Baclaran via Coastal,"Roxas Blvd / Redemptorist Road Intersection, Parañaque City, Manila - Spectrum Midway Extension, Montinlupa City",725551,19.151,stop_sequence_approx,60,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,19534.02,60.24,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,65.464,606738.1,65.46,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.91,320,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2231,,Lagro SM North,"Epifanio de los Santos Avenue / North Avenue Intersection, Quezon City - Ascencion Avenue / Caridad Intersection, Quezon City",725536,16.025,stop_sequence_approx,60,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,16345.499999999998,50.2,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,75.448,598786.3,75.45,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.9,321,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1273,,Divisoria - Navotas via H. Lopez,"M. Naval, City of Navotas - Ylayay, Manila",725717,8.747,stop_sequence_approx,30,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,8921.94,26.83,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,98.742,1025602.7,98.74,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.87,322,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1075,,"Baclaran - Blumentritt via L. Guinto, Sta. Cruz","F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila - Pampanga / Light Rail Transit Line, Quezon City",725993,11.542,stop_sequence_approx,46,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11772.84,35.81,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,89.695,651089.0,89.69,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.84,323,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1258,,Divisoria - Gasak via H. Lopez,"P. Rada / Carman Planas Intersection, Manila - General Luma Street / Ilang Ilang Intersection, Malabon City",725231,8.784,stop_sequence_approx,34,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,8959.68,26.95,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,98.533,879137.1,98.53,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.84,324,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1444,,Pabahay ni Erap (Sub-urban) - Commonwealth Market,"Batasan Road / Commonwealth Avenue Intersection, Quezon City - Un- named Road, Rodriguez",725912,12.418,stop_sequence_approx,62,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,12666.36,38.62,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,86.805,452054.2,86.81,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.82,325,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1445,,Pabahay ni Erap (Sub-urban) - Commonwealth Market,"Un- named Road, Rodriguez - Batasan Road / Commonwealth Avenue Intersection, Quezon City",724943,12.418,stop_sequence_approx,62,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,12666.36,38.62,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,86.805,452054.2,86.81,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.82,326,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2332,,Karuhatan Sta Cruz via Fuentes,"Jolibee, MacArthur Highway, Malinta, Valenzuela City - Plaza Santa Cruz, Manila City",725374,11.779,stop_sequence_approx,54,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,12014.58,36.57,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,88.847,696548.6,88.85,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.82,327,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2531,,Malinta-Sta Cruz,"Jolibee, MacArthur Highway, Malinta, Valenzuela City - Plaza Santa Cruz, Manila City",724916,11.779,stop_sequence_approx,52,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,12014.58,36.57,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,88.847,696548.6,88.85,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.82,328,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1593,,Sucat - Market-Market,"26th Street / McKinley Pkwy Intersection, Taguig City, Manila - South Luzon Expressway / E Service Rd Intersection, Muntinlupa City, Manila",726234,13.172,stop_sequence_approx,34,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,13435.44,41.04,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,84.334,480466.3,84.33,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.8,329,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1758,,CUBAO-TM KALAW,"T.M. Kalaw, Manila - General Romulo Ave / Aurora Blvd Intersection, Quezon City, Manila",725998,11.25,stop_sequence_approx,44,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11475.0,34.87,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,90.511,652541.9,90.51,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.8,330,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2277,,Arroceros Pagasa via Espana QAve,"Taft Ave, Manila - Road 10, Quezon City",725600,11.398,stop_sequence_approx,27,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11625.96,35.34,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,90.035,611351.8,90.03,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.8,331,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1090,,Baclaran - Q.I.via Mabini,"Lopez Jaena / Eulogio Rodriguez Sr Ave Intersection, Manila - F.B. Harrison Street / Russel Avenue Intersection, Lungsod ng Pasay, Manila",725507,12.04,stop_sequence_approx,43,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,12280.8,37.41,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,87.879,583649.8,87.88,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.77,332,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2331,,Karuhatan Sta Cruz via Fuentes,"Rizal Avenue, Manila - Jolibee, MacArthur Highway, Malinta, Valenzuela City",725182,11.74,stop_sequence_approx,51,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11974.8,36.44,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,88.847,696548.6,88.85,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.77,333,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1072,,"Baclaran - Blumentritt via L. Guinto, Quiapo","Ferdinand Blumentritt / Aurora Boulevard Intersection, Quezon City - F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila",724672,11.823,stop_sequence_approx,42,1.0,17.0,1020.0,2.0,gtfs_frequencies_typical_weekday,12059.46,36.71,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,88.542,659196.3,88.54,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.76,334,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1046,,Antipolo - Cubao via Sumulong,"8th Ave, Quezon City, Manila - Martinez St / R. De Jesus Intersection, Antipolo City, Manila",725178,19.026,stop_sequence_approx,76,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,19406.52,59.84,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,65.378,481851.8,65.38,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.74,335,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1272,,Divisoria - Navotas via H. Lopez,"Ylayay, Manila - M. Naval, City of Navotas",725873,8.675,stop_sequence_approx,31,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,8848.5,26.6,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,98.622,936265.4,98.62,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.74,336,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ2242,,Libertad QI via LGuinto,"Quezon Institute, Eulogio Rodriguez Sr Ave, Quezon City, Manila - A. Luna, Barangay 29",726342,10.111,stop_sequence_approx,28,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,10313.22,31.21,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,94.012,676012.6,94.01,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.74,337,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1606,,Proj 7 - Quiapo,"Quezon Blvd, Manila - Dangay / Bansalangin Intersection, Quezon City",726183,10.242,stop_sequence_approx,50,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,10446.84,31.63,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,93.549,628020.3,93.55,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.73,338,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1071,,"Baclaran - Blumentritt via L. Guinto, Quiapo","F.B. Harrison Street / Taft Avenue Extension Intersection, Lungsod ng Pasay, Manila - Ferdinand Blumentritt / Aurora Boulevard Intersection, Quezon City",726307,11.423,stop_sequence_approx,42,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11651.46,35.42,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,89.69,650759.7,89.69,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.71,339,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1015,,"Alabang - Baclaran via San Dionisio, Zapote","Pinaglabanan / Quirino Avenue, Parañaque City, Manila - South Luzon Expressway / Montillano St Intersection, Muntinlupa City, Manila",725525,18.467,stop_sequence_approx,68,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,18836.34,58.04,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,67.038,656903.1,67.04,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.7,340,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1359,,Guadalupe Mkt. - L. Guinto via Pasig Line,"Tejeron, Makati City, Manila - Angel Linao / Pedro Gil",724715,10.908,stop_sequence_approx,35,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11126.16,33.77,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,91.226,469930.9,91.23,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.67,341,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1746,,GUDALUPE-FTI via J.P.RIZAL Ext. C5,"DBP Ave, Taguig City, Manila, Manila - Epifanio de los Santos Avenue, Makati City, Manila",724886,11.527,stop_sequence_approx,39,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,11757.54,35.76,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,89.22,515182.4,89.22,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.66,342,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1166,,"Blumentritt - Libertad via Quiapo, Mabini","Cuneta Avenue, Lungsod ng Pasay, Manila - Dimasalang / Aurora Boulevard Intersection, Quezon City",725842,11.845,stop_sequence_approx,40,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,12081.9,36.78,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,88.075,499669.8,88.07,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.62,343,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
LTFRB_PUJ1818,,BALINTAWAK - GREENFIELDS,"Bestlink Institute of Information Technology, 121.041724 - Andreas Bonifacio, Quezon City",724655,10.461,stop_sequence_approx,51,1.0,17.0,1020.0,1.0,gtfs_frequencies_typical_weekday,10670.22,32.33,gtfs_route_length_x_estimated_trips_proxy,proxy_not_measured_emissions,92.518,566928.5,92.52,worldpop_2020_1km_population_density_proxy,low_resolution_density_not_settlement_boundaries,False,14641.191,300,16.12,16.118,0.7181,Luzon,DOE_2024_Luzon_renewable_generation_share,coarse_regional_proxy_no_depot_capacity_data,False,50.0,,neutral_placeholder_awaiting_cooperative_financing_data,True,True,True,53.62,344,deterministic_weighted_sum,False,emissions=0.35|equity=0.35|grid=0.15|operator=0.15,proxy_mix_with_operator_placeholder
